Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2023-04-18,164.80795288085938,104.00276184082031,134.62672424316406,216.86790466308594,283.85540771484375,27.649045944213867,82.37999725341797,184.30999755859375,230.0648956298828,48.68241882324219,165.73857027099072,106.03305590180257,134.98852632787214,219.40594596956302,287.1923498602999,28.091759262343043,82.37999725341797,187.69000244140625,230.78384420213632,48.84160778934734,163.99613256812546,103.57480758885212,132.37025541097427,215.19579262276017,282.51671366556474,27.339247645401258,82.37999725341797,183.5800018310547,228.1837963931766,48.549217919660684,164.4416518212544,105.98329077756064,133.55086279989973,218.8784333482308,287.00532200932577,27.51513402889549,82.37999725341797,187.14999389648438,230.21261964203248,48.65967648011527,49923000,26596400,13760100,12281000,20161800,604812000,0.0,92067000,4796200,13482300
2023-04-19,165.95639038085938,103.68429565429688,134.45538330078125,214.68817138671875,283.9341125488281,27.912870407104492,82.37999725341797,180.58999633789062,229.0504608154297,48.73439407348633,166.48109766330478,104.48049216706148,134.7219697819361,216.31053009137096,284.52469507035653,27.98182586482497,82.37999725341797,183.5,230.5179026137967,49.18921858581254,163.8872454167369,102.57957659955501,133.67465537177515,211.93116090734108,280.0853229045868,27.214324706114123,82.37999725341797,177.64999389648438,228.3413555731539,48.656422457480105,164.14465925023921,103.08715206626977,134.46489905801047,212.46863633007044,281.51260405135076,27.343240685548253,82.37999725341797,179.10000610351562,230.45881301491934,49.0040378567434,47720200,20905700,9158100,15898100,17150300,358660000,0.0,125732700,3833900,12433500
2023-04-20,164.98617553710938,104.78901672363281,134.0650177001953,212.07052612304688,281.6307678222656,27.086410522460938,80.0,162.99000549316406,231.0497589111328,49.0462760925293,166.19399637675156,105.74444800146313,134.65531425442393,215.73325647483384,284.50506674858116,28.011810174837088,80.0,169.6999969482422,231.11869177312127,49.18272271096931,163.9070616233715,103.37577509974376,133.14148078465306,211.7719303430787,280.6168942704113,26.982477923410777,80.0,160.55999755859375,227.99666579857646,48.60119986400913,164.431768943132,103.41558568545663,133.20813466806516,212.47859132888405,280.78424603946644,27.65304199464376,80.0,166.1699981689453,228.94214454547048,48.79937091730857,52456400,27820800,10586200,16475400,23244400,427713000,0.0,210970800,4925700,13641600
2023-04-21,163.37242126464844,104.908447265625,133.8079376220703,211.89134216308594,281.2862548828125,27.101396560668945,80.0,165.0800018310547,230.50807189941406,49.293182373046875,164.7881366917755,105.49563631362956,134.3506408249081,212.4089071193459,281.78825008105144,27.165356100991744,80.0,166.0,232.0050736065508,49.478359399668875,162.84771406794957,104.28144003927596,132.13224923131867,208.5968716512829,278.6285130858529,26.70465489349958,80.0,161.32000732421875,229.84821296292188,49.11450050303958,163.40212053189984,104.96815934695626,133.04627032582928,209.22392121007456,280.54799661030216,26.93450514321989,80.0,164.8000030517578,231.44369233092164,49.36790084041135,58337300,25800100,11842500,17717200,21676400,345103000,0.0,123539000,6771500,25335000
2023-04-24,163.6793212890625,105.46578216552734,133.9888458251953,211.79180908203125,277.35870361328125,27.024450302124023,80.0,162.5500030517578,229.2376251220703,49.6277961730957,163.94662979672654,106.12263785123642,134.34113222273368,212.91651318444914,280.48894155472334,27.348239440320924,80.0,165.64999389648438,231.59145652375526,49.68952432240574,162.25369605677815,104.20182073865433,133.33189539851028,209.72157959330661,274.35646528671094,26.653690781200147,80.0,158.61000061035156,228.00654143859748,49.286679646010484,163.35261424779375,104.98806272702657,133.73178963656716,212.67763354165274,277.67370102270286,26.99546979327811,80.0,164.64999389648438,230.6853807360645,49.286679646010484,41949600,23542800,7567500,15750900,26611000,339282000,0.0,140006600,9124100,13579500
2023-04-25,162.13490295410156,103.3558578491211,131.075439453125,206.57640075683594,271.1081237792969,26.223968505859375,80.0,160.6699981689453,226.11557006835938,49.2411994934082,164.64953661232676,106.1823484668057,133.25575383076227,210.2689889060037,277.19136442128627,27.2293161185349,80.0,163.47000122070312,231.4634047265999,49.94942433735524,162.09529385976796,103.34590330520571,131.03736189356405,206.1583727694138,271.05888853978684,26.207980048962167,80.0,158.75,225.95798777014096,49.16322787570838,163.54072367407858,105.32643992429568,132.91299768321502,209.8310656719504,275.1340884128389,27.06042517631063,80.0,159.82000732421875,229.49367108249473,49.7999836939524,48714100,46664100,10629300,19198200,45772200,378527000,0.0,121999300,6076500,17246700
2023-04-26,162.12498474121094,103.21652221679688,128.7523193359375,208.417724609375,290.74578857421875,26.93850326538086,80.0,153.75,224.69737243652344,49.02678298950195,163.62981301273985,105.84395986079909,131.20873603440825,213.10563726845726,294.8800468988335,27.31226106523399,80.0,160.6699981689453,229.24746763653653,49.18922138683727,161.1745780165714,102.14165929158905,127.5812418553686,207.90017479939294,288.1471350865969,26.687666728848185,80.0,153.13999938964844,223.28902001290996,48.802620157556284,161.43197669065242,104.42076383754022,131.02783493418318,211.50318897041646,292.05498339426265,26.98447484193406,80.0,160.2899932861328,227.72092096848536,49.049525331780686,45498800,53347600,14416100,41992700,64599200,406337000,0.0,153364100,8400400,12910200
2023-04-27,166.7285919189453,107.07805633544922,130.485107421875,237.44093322753906,300.0577087402344,27.208332061767578,80.0,160.19000244140625,225.54434204101562,49.179473876953125,166.87708827078586,107.85435127935429,131.30391274493815,240.55625552795624,300.42194142413604,27.477158506001263,80.0,160.47999572753906,226.15496968025633,49.361405182365445,163.54073931024718,103.0473318001292,129.1616910363524,235.65933664521174,290.62770202416357,26.60772223648643,80.0,152.3699951171875,223.18066771557537,48.9845485405518,163.54073931024718,103.95299784504715,129.48540105229415,238.7646961349494,291.336431237466,27.345244195270258,80.0,152.63999938964844,225.2094909333553,48.9845485405518,64902300,50089200,9041100,71196500,46462600,377161000,0.0,127015200,7128200,12861000
2023-04-28,167.98590087890625,106.8292465209961,131.6181182861328,239.1927032470703,302.44964599609375,27.73099136352539,82.45999908447266,164.30999755859375,229.20803833007812,49.0462760925293,168.15421688581486,106.83920106462901,131.69428791897752,239.30217267431746,304.09348419157374,27.739984394080437,82.45999908447266,165.0,230.0353378350155,49.4361230426591,166.2038842356674,104.5899525683896,129.17121786256493,234.6441331221366,298.5614739081994,27.05342998469089,82.45999908447266,157.32000732421875,224.60871233446323,48.78962632365921,166.80779457565893,106.5306785498371,130.01858505213818,237.8888354977016,299.25052694953416,27.20733127338207,82.45999908447266,160.89999389648438,225.18978011993323,49.15023577494945,55209200,36139800,9881800,39554000,36446700,292216000,0.0,122515800,11627900,14088600
2023-05-01,167.8968048095703,106.6899185180664,134.4363250732422,242.0392608642578,300.77630615234375,28.891237258911133,82.45999908447266,161.8300018310547,228.99136352539062,49.24769592285156,168.74821914844807,107.47616045562452,136.50237737886374,242.85542162022017,303.76872187468587,29.039141923615947,82.45999908447266,163.27999877929688,231.03988817672348,49.556329246686055,166.95629265889536,106.31172936546945,134.08405322533298,235.3507976508865,300.37272129835924,27.76197146754515,82.45999908447266,158.8300018310547,228.00649677155025,49.03328140441639,167.5899022757501,106.33163086061985,135.4455473072638,237.50065377540756,302.1642355165898,27.82193199383704,82.45999908447266,163.1699981689453,229.34591615788813,49.069017777137496,52472900,26681700,20415800,29143900,21294100,570329000,0.0,109015000,4571100,11409600
2023-05-02,166.85728454589844,104.81886291503906,132.26556396484375,238.1177520751953,300.628662109375,28.191688537597656,82.45999908447266,160.30999755859375,223.5450897216797,49.114498138427734,168.6492261368123,106.68991470916808,135.58839401723384,243.77110041454424,304.3396301187959,28.81728357065356,82.45999908447266,165.49000549316406,228.85352182952545,49.215208381077126,165.86726857821876,103.21652305785557,131.79903032135493,237.86892480278289,299.15214533599857,28.06477206868038,82.45999908447266,158.92999267578125,222.78675301189932,48.555713930319584,168.3918123170909,106.63020263275621,134.6267649283972,242.0392571311576,302.9418777289602,28.661384689897297,82.45999908447266,161.8800048828125,228.4398795256789,49.20871322477513,48425700,30997200,14113400,24350100,26404400,402730000,0.0,128259700,5244000,11329500
2023-05-03,165.77818298339844,104.908447265625,129.46641540527344,235.91812133789062,299.63446044921875,27.78395652770996,82.45999908447266,160.61000061035156,222.56019592285156,48.93257141113281,169.21353985292495,106.97854454706649,132.02756398934983,240.6159816358931,303.778542392161,28.348590376013785,82.45999908447266,165.0,225.2094900272472,49.413384008870366,165.4910849784499,104.46058387636243,129.25695246716387,231.65819948605633,299.3293160567343,27.45417077419222,82.45999908447266,159.91000366210938,222.50110631913452,48.818863418113686,167.80771888799373,105.0278714282875,131.80858529146346,238.34667803957808,301.81970644560397,27.821931972424778,82.45999908447266,160.00999450683594,223.5450627258016,49.237951581503104,65136000,21795400,12930900,34463900,22360800,383387000,0.0,119728000,4093300,12334500
2023-05-04,164.13475036621094,104.1918716430664,127.69546508789062,232.42457580566406,300.628662109375,27.544111251831055,82.45999908447266,161.1999969482422,222.18594360351562,49.06953430175781,165.3722703991822,105.09753777760864,129.21882872470982,237.08261491383803,302.9418777289602,27.840917463312735,82.45999908447266,162.9499969482422,222.63897389044385,49.239113321561675,162.66953087697775,103.47529629660639,125.49611955153875,231.83733191833227,298.65012002031114,27.22231974162607,82.45999908447266,159.64999389648438,220.0980158859097,48.74995067969604,163.2437419850499,104.98806056672765,128.4952389875505,234.9526541341907,301.4456548397933,27.63305228202087,82.45999908447266,162.7100067138672,221.43743525974457,49.09562481711794,81235400,23419500,17089200,17889400,22519900,321850000,0.0,95108500,5648700,14011200
2023-05-05,171.8370819091797,105.06768035888672,130.1899871826172,231.6880340576172,305.78656005859375,28.661386489868164,82.45999908447266,170.05999755859375,228.27243041992188,49.49347686767578,172.55978934902075,105.37620289836305,131.27537916714465,233.579115133768,307.08590178354325,28.736336669906983,82.45999908447266,170.7899932861328,228.82395343486132,49.57174095069819,169.0551242996228,103.61462818899871,129.3997434835853,228.77178589877687,299.50643842780966,27.71300300195752,82.45999908447266,163.50999450683594,223.85037298648766,48.86082571351244,169.27292902501793,104.32124898163032,129.90435465450494,231.15057386548511,300.93374972200786,27.80794065911765,82.45999908447266,163.97000122070312,224.88448615343665,49.01409583060974,113316400,26625100,11259100,26978900,28181200,361494000,0.0,107440900,6237000,14556000
2023-05-08,171.76776123046875,107.2572021484375,130.50418090820312,232.17576599121094,303.81793212890625,29.132080078125,82.45999908447266,171.7899932861328,228.7156219482422,49.803279876708984,172.1142728432519,107.44630051441501,131.3610639607097,234.51473334429355,305.34368416903175,29.201035541124472,82.45999908447266,173.8000030517578,229.91716069476183,49.878285912280695,170.39163971305302,104.65962811592014,129.9424316119556,229.18983858856006,301.29801254398035,28.331601238328425,82.45999908447266,169.19000244140625,227.75045665325726,49.26193991861448,170.75794076749395,104.67952961034783,130.90406063456444,230.3344380180247,305.2747728426147,28.503488588696168,82.45999908447266,173.72000122070312,227.75045665325726,49.3304223921313,55962800,26511400,7484900,16400500,21318600,344979000,0.0,112249400,2938400,14926200
2023-05-09,170.05503845214844,106.8392105102539,129.87579345703125,232.27528381347656,302.1937561035156,28.55245590209961,82.45999908447266,169.14999389648438,229.73004150390625,49.88806915283203,171.80735575023974,109.62589071265951,130.38992038771949,234.77351941738263,305.1861717412248,28.954195421712242,82.45999908447266,169.82000732421875,230.54748281226108,49.95329357946671,169.8867375588741,106.67997576350962,128.7332778671555,229.99603261753614,301.51455600745976,28.43153605029766,82.45999908447266,166.55999755859375,227.32697895596806,49.67935994443712,171.32225761857964,107.87426293991619,129.4187755987818,230.37425494196762,303.1781005859375,28.88024404414107,82.45999908447266,168.9499969482422,227.5830389330442,49.80328150342348,45326900,36360100,7343600,16865600,21340800,314869000,0.0,88965000,4352100,15209700
2023-05-10,171.82717895507812,111.21826934814453,129.94239807128906,231.98666381835938,307.42059326171875,28.866252899169922,83.16000366210938,168.5399932861328,227.77015686035156,49.74783706665039,172.29248769554175,112.4026095007465,131.44671543142542,235.63944666006466,308.09979329228884,29.094105560009464,83.16000366210938,174.42999267578125,231.25657883973264,50.33483445110349,170.1837487273319,107.41644603746185,128.4095189186331,229.6377335630662,302.85325092434726,28.44252830281305,83.16000366210938,166.67999267578125,225.43601224529428,49.317375303663155,171.29257694818676,107.45625661998795,131.34198401623019,235.06216551737595,303.78836006860274,28.986173947740745,83.16000366210938,172.5500030517578,230.75430216453057,50.119601703602555,53724500,63153400,8133400,19119000,30078000,369350000,0.0,119840700,5245000,15827700
2023-05-11,172.0152587890625,116.01533508300781,129.53302001953125,234.6839141845703,305.2550048828125,28.559450149536133,83.44999694824219,172.0800018310547,227.9576416015625,49.933719635009766,172.8468685009711,117.35890998003737,130.25660973993178,237.09257544998172,306.2492022660023,28.931210344411994,83.44999694824219,173.57000732421875,228.4609125687509,49.98263514912737,170.45103188917147,113.86561676637899,128.43809789096645,231.21029532036715,301.46530325501186,28.227666813122973,83.44999694824219,166.7899932861328,225.2538550698462,49.56847857144472,172.11426641943214,114.85090401178836,128.53331356401452,231.9567771077636,305.24518186660805,28.87724453995884,83.44999694824219,168.6999969482422,227.7010824222326,49.74783545654258,49514700,78900000,7057300,20449000,31680200,322149000,0.0,103889900,3818000,11926800
